,topic_sum,choice_sum,all_sum
mae,0.5787091304347826,0.8179420289855074,1.0377211086956522
mse,0.6898573787347825,1.1105423381642512,1.2909083611261702
mape,1281616759175945.0,3153041895637883.0,2910113489216130.0
r2,-0.023627384081822633,-11.911580151404156,-0.7915014374388103
